id_station;total_capacity;total_load
101877;653131;256677
101878;598331;334231
101879;636187;287075
101880;699604;326383
101881;589602;284729
101882;459986;303048
101883;723073;227489
101884;459000;236514
101885;511634;299364
101886;542752;235623
101887;626153;275438
101888;668591;290755
101889;632784;303516
101890;720130;231317
101891;450462;320687
101892;567265;301474
101893;669533;293452
101894;472282;252270
101895;503823;253146
101896;474384;228518
101897;735463;240186
101898;679881;253324
101899;687343;239414
101900;601972;342063
101901;479681;258535
101902;542363;265380
101903;520844;243262
101904;661664;215864
101905;598355;293363
101906;486281;300253
101907;637521;322670
101908;691659;316819
101909;673569;276857
101910;490065;281512
101911;694973;279331
101912;494637;300961
101913;571400;230222
101914;618119;298601
101915;630513;302813
101916;707840;217703
101917;486004;232493
101918;606833;316307
101919;607715;262976
101920;535181;297098
101921;493822;269717
101922;709342;287489
101923;621118;302876
101924;630551;287913
101925;525728;265549
101926;486146;250870
101927;468055;235508
101928;518896;223333
101929;739276;342857
101930;693687;228653
101931;468450;271522
101932;580766;280772
101933;542363;303225
101934;536749;311796
101935;693986;263733
101936;548398;262484
101937;513235;250492
101938;571070;372855
101939;628472;258921
101940;448760;249199
101941;724672;316675
101942;717872;273497
101943;755861;303978
101944;464931;303905
101945;537029;256381
101946;686341;260345
101947;608824;265592
101948;473377;230838
101949;709332;293663
101950;663222;313825
101951;610600;312561
101952;536775;309107
101953;496141;303368
101954;690092;350624
101955;446641;307248
101956;576344;269135
101957;591762;249760
101958;665323;329957
101959;606085;325515
101960;709697;292877
101961;555918;262039
101962;663070;296770
101963;663429;330475
101964;492814;352448
101965;473534;261126
101966;617006;251961
101967;462328;250844
101968;634570;280614
101969;736646;321747
101970;740654;263229
101971;641772;288955
101972;596960;216785
101973;616288;305517
101974;555402;276631
101975;599071;275942
101976;537962;251020
101977;520329;337739
101978;509269;315731
101979;574542;266714
101980;494928;310010
101981;557380;306412
101982;510359;316461
101983;543835;301423
101984;555708;271614
101985;612207;240257
101986;488865;264891
101987;729185;300534
101988;705087;287530
101989;655820;256416
101990;703432;285493
101991;703275;253710
101992;659085;313629
101993;458753;316436
101994;617223;324736
101995;531989;288192
101996;513009;300065
101997;541742;262390
101998;521242;369374
101999;559887;219873
102000;474656;202594
102001;685010;238171
102002;681289;287752
102003;519360;271347
102004;724938;295405
102005;493237;281845
102006;479353;254257
102007;980235;297143
102008;1601381;325746
102009;1049972;301124
102010;1105284;319041
102011;1210103;257617
102012;1355925;270816
102013;1319289;279645
102014;1598643;268618
102015;1390371;276610
102016;1576226;282699
102017;1364365;241986
102018;1559661;290532
102019;1274003;288436
102020;986022;240609
102021;1149612;343475
102022;1622195;316256
102023;1138395;270322
102024;1460018;267832
102025;1551134;259194
102026;913191;300175
102027;1531637;296837
102028;1434681;299793
102029;1134716;276640
102030;943430;225942
102031;1036413;316058
102032;1536740;319453
102033;1265125;285752
102034;1430481;268388
102035;1243967;302021
102036;1515311;344183
102037;1475765;294401
102038;1500312;225492
102039;1009421;305959
102040;1567419;308485
102041;1376504;249301
102042;1353732;292091
102043;1534551;274194
102044;984150;242965
102045;1432137;286520
102046;1259672;254951
102047;1352809;296212
102048;1395871;277922
102049;1044386;260506
102050;1317917;335839
102051;1490962;258887
102052;1034362;252750
102053;1522611;275739
102054;1347762;280792
102055;1478550;339733
102056;1256878;299159
102057;1452902;258703
102058;1226843;295783
102059;1502502;319503
102060;1314480;295104
102061;1602659;262521
102062;1346306;260691
102063;1130248;243568
102064;1598939;237216
102065;1160656;360534
102066;1093324;300072
102067;1236752;239519
102068;1311257;274076
102069;1355554;254341
102070;1403208;230890
102071;1444986;263373
102072;990766;311011
102073;977449;301208
102074;1159055;325692
102075;1144640;303124
102076;1349370;269289
102077;1459777;287361
102078;1452285;289076
102079;1339712;290178
102080;1458483;286665
102081;1278139;289345
102082;1367340;229843
102083;1469422;340077
102084;1124273;268543
102085;1116347;273601
102086;1561197;275016
102087;1486147;271425
102088;1209747;290494
102089;1506199;296035
102090;1116828;346768
102091;1291817;287731
102092;1432569;263365
102093;1390119;239632
102094;1031416;269251
102095;1390895;262845
102096;1029250;294902
102097;1430103;251416
102098;1072191;285099
102099;958017;286527
102100;1162368;261495
102101;1162108;335281
102102;1541961;280478
102103;1182887;208943
102104;1466330;357191
102105;1084528;255197
102106;1435071;315760
102107;975828;256814
102108;1376056;297655
102109;1500807;283733
102110;1166937;245985
102111;1309642;261754
102112;1322562;261877
102113;1059438;252679
102114;1213879;275923
102115;1126670;304041
102116;1324701;256039
102117;1448019;357348
102118;1496697;259792
102119;1428751;277817
102120;1471245;271028
102121;1002618;306479
102122;1590952;220974
102123;974992;276144
102124;1342801;250279
102125;1321545;283557
102126;1155994;299982
102127;1175482;299956
102128;1052453;293147
102129;1492840;270268
102130;1351169;306148
102131;1403253;260538
102132;1498816;335005
102133;1503244;313623
102134;1076642;300619
102135;1206844;260434
102136;1460048;261244
102137;1206845;271696
102138;1498330;330021
102139;1348945;312149
102140;1027326;311482
102141;1307494;307528
102142;1459332;232662
102143;1223867;250359
102144;1028176;252451
102145;1377683;261484
102146;1080782;225118
102147;1151122;211777
102148;1517646;279694
102149;1578690;312246
102150;1258904;339232
102151;1147717;280092
102152;1012070;266142
102153;1406443;318184
102154;1323979;299498
102155;1186801;314019
102156;1359218;295479
102157;1092412;221018
102158;1443219;282118
102159;1457074;260522
102160;926511;259345
102161;1067587;260445
102162;1080835;290495
102163;1238379;237352
102164;1491719;349949
102165;1059612;320914
102166;1300562;302720
102167;1139925;286092
102168;1125071;244713
102169;1159302;235573
102170;1492867;256933
102171;1202673;241062
102172;1109344;304961
102173;1477406;280445
102174;1133807;250939
102175;1185241;288498
102176;1575731;249170
102177;1005277;311745
102178;989592;250076
102179;1329107;293369
102180;1339543;293563
102181;1197289;296873
102182;1501856;272794
102183;1285872;289328
102184;1356537;271898
102185;1266862;306297
102186;1027648;267804
102187;1404110;288535
102188;1381743;261580
102189;1262371;249236
102190;1114260;287029
102191;1476396;247643
102192;1446945;312399
102193;1014909;255978
102194;976668;290150
102195;1404758;293938
102196;1432200;338761
102197;1442719;315822
102198;1066498;330152
102199;1354666;291470
102200;1366868;324205
102201;1180828;305740
102202;1517254;283546
102203;1524933;273424
102204;1310048;310138
102205;1438421;271813
102206;1483017;287651
102207;1610205;292388
102208;1359938;259210
102209;1310462;298628
102210;1086261;253451
102211;1534211;284899
102212;1506827;341729
102213;977542;293936
102214;1537583;234094
102215;1425203;243372
102216;1148683;232765
102217;1077272;282960
102218;983813;316711
102219;1366286;332217
102220;1268171;304365
102221;1287048;272901
102222;1433100;323943
102223;1244951;343884
102224;1416678;291931
102225;1112410;316411
102226;1198481;257017
102227;1471469;240187
102228;1211860;304559
102229;1431903;291102
102230;1413741;310019
102231;997526;348943
102232;1247222;303568
102233;1342857;309957
102234;1456406;283233
102235;1308590;329738
102236;1443488;262086
102237;1130706;283894
102238;1425675;288422
102239;1300319;311194
102240;969154;255573
102241;1430220;288770
102242;998627;268158
102243;1420729;261937
102244;1228933;216192
102245;1337380;297500
102246;1146024;263043
102247;1605599;259328
102248;1298353;261656
102249;1289432;252196
102250;1250829;306804
102251;1108684;357244
102252;1079822;224208
102253;1289514;314194
102254;1262881;306070
102255;1126087;279094
102256;1475345;265098
102257;1095544;266434
102258;1062773;319769
102259;1562416;263007
102260;1175945;282634
102261;1437933;266308
102262;1289693;229644
102263;1425028;330174
102264;1026173;290053
102265;1199492;219105
102266;1205912;248548
102267;1422840;222140
102268;1074949;320250
102269;1504145;268888
102270;1112288;254609
102271;1064635;275666
102272;1419500;272006
102273;1193919;322391
102274;1391510;245246
102275;1293691;272062
102276;1606185;357290
102277;1481163;293607
102278;1268170;223971
102279;1448430;238649
102280;1112742;247690
102281;1078300;288794
102282;1586333;265839
102283;1180959;313930
102284;1421600;261422
102285;1553987;271010
102286;1100389;241712
102287;1582165;267281
102288;1547681;296181
102289;1382494;312922
102290;1074269;233498
102291;1580843;259679
102292;1127232;303303
102293;1185071;312331
102294;1535591;286939
102295;1359668;323556
102296;1174630;275806
102297;1280629;321735
102298;1301646;307879
102299;1598621;294011
102300;1576850;243433
102301;1236677;273747
102302;1094416;251653
102303;1369314;318681
102304;1762255;247456
102305;1138870;247617
102306;1239056;329716
102307;1342748;334205
102308;1597004;300610
102309;1328159;319990
102310;1450663;256412
102311;1610915;256524
102312;1166005;228664
102313;1367687;331084
102314;1572324;282616
102315;1610773;325050
102316;1471661;329520
102317;1210118;205653
102318;1406738;262181
102319;1640661;250239
102320;1550806;282485
102321;1473471;278628
102322;1653629;307245
102323;1264702;330979
102324;1276770;268325
102325;1631401;272549
102326;1375491;269688
102327;1296274;288224
102328;1525300;356087
102329;1374984;212007
102330;1671418;313347
102331;1529481;338078
102332;1729580;310115
102333;1393730;309737
102334;1331973;337694
102335;1247340;258378
102336;1498651;240002
102337;1443529;304044
102338;1335918;261227
102339;1201552;240662
102340;1617025;263499
102341;1144961;285010
102342;1041037;237593
102343;1541083;260085
102344;1099540;241735
102345;1239365;319231
102346;1504303;233502
102347;1425206;284028
102348;1663943;324073
102349;1506635;311213
102350;1730014;264413
102351;1572393;237778
102352;1514488;269607
102353;1746844;217761
102354;1699237;303105
102355;1167773;293709
102356;1364384;242269
102357;1500154;219352
102358;1738689;296497
102359;1698559;297110
102360;1771406;253894
102361;1537272;328471
102362;1121065;266944
102363;1567331;242915
102364;1420686;253713
102365;1706100;270970
102366;1560860;329394
102367;1111574;362928
102368;1373697;298525
102369;1957379;310995
102370;1199409;304673
102371;1738286;349535
102372;1676329;261208
102373;1127158;229643
102374;1223701;291188
102375;1455708;318932
102376;1717859;331192
102377;1300906;267492
102378;1387522;275294
102379;1746086;268239
102380;1795385;231861
102381;1383407;303268
102382;1334498;255639
102383;1685745;290353
102384;1689746;310350
102385;1210388;263728
102386;1201404;255473
102387;1386456;239160
102388;1641586;284390
102389;1152695;234944
102390;1548282;290965
102391;1069991;233127
102392;1621959;232874
102393;1281345;314202
102394;1735676;282216
102395;1478664;209731
102396;1718126;228849
102397;1510245;259492
102398;1395544;315253
102399;1626961;256960
102400;1394570;250184
102401;1779608;228604
102402;1419387;264658
102403;1644853;310614
102404;1756505;335468
102405;1544285;231143
102406;1607819;294943
102407;1691019;261073
102408;1316128;225112
102409;1750281;302928
102410;1583326;304590
102411;1357889;215922
102412;1338331;306235
102413;1467657;238965
102414;1185501;336029
102415;1446368;261864
102416;1771413;296409
102417;1392438;283064
102418;1128924;212757
102419;1557221;208484
102420;1560924;292946
102421;1674798;309352
102422;1462067;240490
102423;1636973;284742
102424;1688548;324779
102425;1717878;272672
102426;1431567;323697
102427;1754335;223009
102428;1207654;256030
102429;1337891;235094
102430;1296261;289109
102431;1394316;320635
102432;1466193;293765
102433;1736815;283277
102434;1469815;290671
102435;1271041;231872
102436;1796893;237137
102437;1398336;264570
102438;1245211;274752
102439;1583510;239203
102440;1626351;255835
102441;1587265;318015
102442;1414152;329558
102443;1503073;310756
102444;1142074;316399
102445;1454049;203102
102446;1123830;247565
102447;1713241;289772
102448;1552278;343385
102449;1548243;231256
102450;1371277;282424
102451;1507286;231338
102452;1166456;328714
102453;1140167;330966
102454;1577521;276483
102455;1156646;281736
102456;1722541;279782
102457;1184446;260112
102458;1452131;232635
102459;1650054;286091
102460;1258115;322393
102461;1611983;279960
102462;1538868;279337
102463;1506049;286247
102464;1394926;270780
102465;1179840;285414
102466;1165869;325542
102467;1676033;317365
102468;1644252;261643
102469;1701725;241025
102470;1312433;320453
102471;1573463;269241
102472;1090724;299721
102473;1485592;280022
102474;1767189;291707
102475;1127866;253293
102476;1216911;297515
102477;1640102;312030
102478;1155013;291753
102479;1791164;289566
102480;1596520;324236
102481;1122268;287166
102482;1602142;213582
102483;1571318;277009
102484;1088826;247606
102485;1491030;250567
102486;1618200;320106
102487;1271799;296635
102488;1643599;297628
102489;1130131;316976
102490;1278386;341672
102491;1415471;268959
102492;1140328;304673
102493;1476892;228800
102494;1453227;291928
102495;1171765;243154
102496;1168761;342201
102497;1474231;292592
102498;1747823;272190
102499;1684121;279097
102500;1461463;337266
102501;1567668;285309
102502;1278075;277863
102503;1638700;262478
102504;1056871;241960
102505;1512149;269780
102506;1769087;241530
102507;1151528;291022
102508;1179023;271009
102509;1741167;315193
102510;1266924;305802
102511;1319215;276174
102512;1606425;276566
102513;1632744;270681
102514;1636458;242841
102515;1147981;279752
102516;1254708;304283
102517;1601506;319159
102518;1779648;302257
102519;1735040;246837
102520;1729095;346471
102521;1192502;275222
102522;1311713;333442
102523;1540225;269393
102524;1087049;266164
102525;1087640;271809
102526;1192114;320389
102527;1747805;271209
102528;1347431;270204
102529;1235003;245122
102530;1538834;221112
102531;1321520;313532
102532;1744737;271039
102533;1377494;348605
102534;1685675;279996
102535;1351393;307526
102536;1612250;262288
102537;1249727;244117
102538;1161767;241989
102539;1726038;266382
102540;1774144;306852
102541;1306586;228419
102542;1728699;288151
102543;1797721;300147
102544;1555778;294210
102545;1673390;284199
102546;1484820;270183
102547;1486442;301652
102548;1125190;240333
102549;1775717;325240
102550;1145718;255172
102551;1690098;325904
102552;1391168;317466
102553;1244579;246898
102554;1483587;293207
102555;1239031;291984
102556;1258315;316543
102557;1653365;239024
102558;1482541;325075
102559;1167259;290787
102560;1063759;275839
102561;1791215;260031
102562;1284211;260364
102563;1438545;304614
102564;1757253;327782
102565;1790556;352392
102566;1098367;335615
102567;1180249;304781
102568;1094959;298745
102569;1137483;301717
102570;1329604;302090
102571;1178811;301330
102572;1693937;316691
102573;1441622;290426
102574;1317021;316981
102575;1633824;286979
102576;1786828;277499
102577;1548212;234386
102578;1177495;256140
102579;1321462;265562
102580;1462816;340952
102581;1538349;259993
102582;1105828;241593
102583;1519559;334032
102584;1168579;245166
102585;1754562;268168
102586;1255515;286607
102587;1700748;328464
102588;1342292;269367
102589;1306701;312668
102590;1781513;273459
102591;1680003;327326
102592;1174051;253676
102593;1722280;333098
102594;1430087;339663
102595;1691380;268054
102596;1655438;323232
102597;1521215;271693
102598;1195615;356001
102599;1382714;292217
102600;1442723;365591
102601;1659394;253552
102602;1183873;241124
102603;1386782;290874
102604;1529669;317112
102605;1414747;281754
102606;1698129;261922
102607;1209191;296868
102608;1502106;259382
102609;1300921;214927
102610;1447756;300316
102611;1600087;273058
102612;1524180;316673
102613;1445167;252274
102614;1222463;299717
102615;1729249;226955
102616;1549975;301198
102617;1122394;271791
102618;1169280;290524
102619;1250972;308882
102620;1375408;313126
102621;1327983;248582
102622;1114828;291487
102623;1484337;255292
102624;1453604;328405
102625;1126872;278098
102626;1245572;256963
102627;1280287;281900
102628;1596027;306194
102629;1282696;300778
102630;1096362;334631
102631;1321835;330616
102632;1801919;218449
102633;1737859;320945
102634;1162056;286459
102635;1487721;329756
102636;1770222;243839
102637;1285743;261000
102638;1642965;313782
102639;1699232;301962
102640;1096078;295401
102641;1148245;301704
102642;586380;335665
102643;814417;286320
102644;750071;300967
102645;616701;229838
102646;852728;256525
102647;730215;295141
102648;809784;306580
102649;565695;287306
102650;617177;299797
102651;588026;273473
102652;695170;293564
102653;626591;210601
102654;742456;250247
102655;822723;324870
102656;728091;291168
102657;761479;285222
102658;576657;247692
102659;637202;252353
102660;802187;294846
102661;886346;298388
102662;653548;256665
102663;848694;232816
102664;775650;306646
102665;786161;284357
102666;706433;246214
102667;749684;311095
102668;637953;250241
102669;706710;263123
102670;607046;261975
102671;574369;280120
102672;894352;299917
102673;926657;347892
102674;745535;301099
102675;897320;287467
102676;866904;284382
102677;666195;311458
102678;917897;262819
102679;849236;247627
102680;560004;240033
102681;860254;282576
102682;875066;292846
102683;649836;247501
102684;592336;273175
102685;652672;297375
102686;895784;278264
102687;578052;240014
102688;694316;330775
102689;821793;216519
102690;843240;263204
102691;836438;248948
102692;591999;287457
102693;667042;298513
102694;640358;263690
102695;561962;297689
102696;826814;325941
102697;904315;301338
102698;878008;293953
102699;593183;273819
102700;628196;281338
102701;782972;237217
102702;927060;224176
102703;888814;334749
102704;702261;301489
102705;850242;329375
102706;630814;267294
102707;888251;281523
102708;707076;291015
102709;563114;285526
102710;690662;257646
102711;778044;345207
102712;615466;267163
102713;865201;242599
102714;795960;230800
102715;597366;287774
102716;866938;280226
102717;757311;256027
102718;902330;329504
102719;780220;307179
102720;702163;329867
102721;685625;329386
102722;675761;297243
102723;658841;239670
102724;638451;298574
102725;787746;219736
102726;722223;267055
102727;767706;312243
102728;746730;286030
102729;735463;272070
102730;686875;298454
102731;832773;245603
102732;725427;288932
102733;833487;302003
102734;575868;291840
102735;691713;313454
102736;782062;238532
102737;889126;266620
102738;748044;281948
102739;651799;259137
102740;826111;254572
102741;655285;358230
102742;675499;268484
102743;720256;309427
102744;571141;272165
102745;721874;307116
102746;871945;244470
102747;915989;293758
102748;714107;235901
102749;928226;308987
102750;854803;278446
102751;655545;305492
102752;853322;277188
102753;893077;312167
102754;579685;246507
102755;915083;281551
102756;681667;316895
102757;572092;316912
102758;912218;297905
102759;755138;307863
102760;823860;251121
102761;828233;252343
102762;586993;287035
102763;856792;295441
102764;664383;222503
102765;721946;256873
102766;741277;331617
102767;720002;218432
102768;903844;236450
102769;678349;244734
102770;740831;246710
102771;630492;213498
102772;892955;268390
102773;681980;288288
102774;614451;244619
102775;691512;321497
102776;839157;265729
102777;633669;308064
102778;601945;249477
102779;902013;304386
102780;844215;272372
102781;848737;262563
102782;580406;284588
102783;573464;230607
102784;865586;263435
102785;579629;292494
102786;742625;287854
102787;878901;339459
102788;821913;303528
102789;642837;305097
102790;745079;327728
102791;582043;288705
102792;586080;290191
102793;874548;241510
102794;926758;306934
102795;788535;265897
102796;655654;316893
102797;565307;289471
102798;700295;262550
102799;751573;230287
102800;737844;287983
102801;820522;277811
102802;729671;232141
102803;918447;328024
102804;711066;277833
102805;670224;273562
102806;870633;269983
102807;755198;250560
102808;692198;305094
102809;864812;305829
102810;682844;265591
102811;844911;306748
102812;691727;248677
102813;637584;293843
102814;804208;236822
102815;729989;259530
102816;744959;261150
102817;572095;258211
102818;566320;247340
102819;726329;268766
102820;672134;312058
102821;681133;294315
102822;557621;288431
102823;835279;286457
102824;640665;279003
102825;676819;281251
102826;646783;238449
102827;688541;270144
102828;884279;240578
102829;803937;299804
102830;867514;304897
102831;918418;273491
102832;920877;281636
102833;730643;263562
102834;706507;248332
102835;749863;252127
102836;798002;288395
102837;914579;265652
102838;573840;271551
102839;850698;220911
102840;575762;305374
102841;681786;292092
102842;662043;235269
102843;884505;278567
102844;595438;237082
102845;897632;257272
102846;855055;311690
102847;642390;256337
102848;883979;308447
102849;877463;260267
102850;673961;282673
102851;807740;252812
102852;634554;304568
102853;640357;231178
102854;762604;252742
102855;871805;248472
102856;718455;311687
102857;906872;287437
102858;591193;320393
102859;585160;292004
102860;926025;300346
102861;775438;286063
102862;615071;312364
102863;905956;230317
102864;694758;252673
102865;642843;300223
102866;795782;275984
102867;579161;289407
102868;912294;271808
102869;725817;294465
102870;861606;369703
102871;585774;285784
102872;766492;262134
102873;735902;309880
102874;780701;308142
102875;695215;338388
102876;685121;296792
102877;837372;344568
102878;888254;252725
102879;802423;270756
102880;689279;238107
102881;899627;321642
102882;689101;305578
102883;578545;254841
102884;643706;237077
102885;687999;314341
102886;557775;344453
102887;801470;253662
102888;720780;337118
102889;829727;296662
102890;758070;295148
102891;567930;307895
102892;709046;287967
102893;742639;290212
102894;672906;288644
102895;759823;238162
102896;722028;235582
102897;643951;314350
102898;703077;276933
102899;793663;299250
102900;745255;270181
102901;776668;304484
102902;902223;301245
102903;603360;256580
102904;803217;302287
102905;602867;249186
102906;588763;292580
102907;660692;267098
102908;890481;283849
102909;848248;311646
102910;729803;216007
102911;622656;308504
102912;829195;276131
102913;756410;268666
102914;790427;253853
102915;620925;339056
102916;774316;248377
102917;827990;318742
102918;626379;222657
102919;617443;293336
102920;789245;276282
102921;642515;257757
102922;886745;305174
102923;917065;298545
102924;654087;281969
102925;901159;295456
102926;824086;334847
102927;712650;298619
102928;874140;277095
102929;726561;295331
102930;565021;231319
102931;759836;206232
102932;794401;251689
102933;592451;259170
102934;885321;290990
102935;810899;268243
102936;782392;279064
102937;760570;197342
102938;765556;285343
102939;751668;252608
102940;892636;342626
102941;820887;266928
102942;841840;257686
102943;799135;341826
102944;920753;282158
102945;686523;277804
102946;595200;248994
102947;875140;322318
102948;574628;250468
102949;608152;282163
102950;563936;297160
102951;908652;281745
102952;794151;229423
102953;603136;318656
102954;787764;332068
102955;531749;257231
102956;866299;328191
102957;703042;293657
102958;623933;278892
102959;728973;305995
102960;739432;306123
102961;840362;344536
102962;843429;291045
102963;818744;260587
102964;754471;282173
102965;650267;258750
102966;784350;297202
102967;823157;308698
102968;856281;268553
102969;811167;283244
102970;635065;247027
102971;803746;313458
102972;661591;250233
102973;904613;335093
102974;851704;259854
102975;846719;241948
102976;799989;238186
102977;862934;246770
102978;851574;375835
102979;774689;328512
102980;920843;247962
102981;768299;292137
102982;821666;245148
102983;877816;297895
102984;735278;306343
102985;580160;279268
102986;794783;237711
102987;905401;248960
102988;819134;237368
102989;688280;299302
102990;872431;264807
102991;657185;268778
102992;667337;230749
102993;862077;336642
102994;925407;240790
102995;842888;281012
102996;638681;249149
102997;557701;257124
102998;696491;275099
102999;914244;259975
103000;771156;299607
103001;691051;269466
103002;580831;253342
103003;579701;296479
103004;647969;310386
103005;681932;260084
103006;782041;275741
103007;728895;215728
103008;644659;257807
103009;605506;295528
103010;796687;266003
103011;681355;260567
103012;703763;230242
103013;795167;311644
103014;803760;233718
103015;648743;305269
103016;762138;298465
103017;830264;344002
103018;614906;262124
103019;664013;304273
103020;762862;248335
103021;642801;289962
103022;857043;290598
103023;681227;346470
103024;618787;215521
103025;894602;315146
103026;914621;262605
103027;609070;267581
103028;691722;314880
103029;850845;272852
103030;806565;314954
103031;870916;292329
103032;657164;298338
103033;731613;287154
103034;687398;283630
103035;572579;290176
103036;634467;325694
103037;863323;343414
103038;721766;247638
103039;639088;260321
103040;780034;245814
103041;706888;316265
103042;627977;312565
103043;673399;313201
103044;806893;221318
103045;575321;288345
103046;933308;268653
103047;602008;304519
103048;674791;240261
103049;614912;320513
103050;822984;253329
103051;902869;331695
103052;801554;278846
103053;810071;313833
103054;900129;272061
103055;875645;249638
103056;588583;216938
103057;805650;235645
103058;658726;328371
103059;672409;337715
103060;596982;290003
103061;745453;325869
103062;591969;311251
103063;862884;309865
103064;725775;252302
103065;733525;251503
103066;744712;281548
103067;921736;248255
103068;556358;249665
103069;913719;295679
103070;581073;258354
103071;735435;224469
103072;807330;237739
103073;762931;264863
103074;764312;253675
103075;612808;264672
103076;862978;297469
103077;780638;262605
103078;895145;222345
103079;882214;282980
103080;1134160;319356
103081;919238;237860
103082;993502;310556
103083;1064916;247830
103084;819538;286886
103085;739230;337107
103086;1061548;276718
103087;1152951;333802
103088;841531;304680
103089;974100;310053
103090;1123916;227163
103091;1027515;324347
103092;1103238;234332
103093;776615;238321
103094;853815;290325
103095;1010794;264898
103096;786575;261730
103097;1128059;294438
103098;820816;275066
103099;1035922;274559
103100;872606;287304
103101;1009537;282307
103102;1088934;252963
103103;1208979;323333
103104;1042300;286855
103105;1057423;271876
103106;979692;274157
103107;918320;293572
103108;1078377;278838
103109;793067;272865
103110;1093057;277805
103111;1197537;259733
103112;960477;301415
103113;867392;312055
103114;788843;330872
103115;772172;266471
103116;847225;251402
103117;1044659;307381
103118;744904;311059
103119;872712;251573
103120;1195395;252075
103121;981793;253428
103122;1032029;258002
103123;1103210;251167
103124;1167255;282649
103125;925245;249548
103126;926149;273000
103127;1154444;258164
103128;762557;319351
103129;1144797;287883
103130;995699;259672
103131;975529;250714
103132;886089;305309
103133;1026808;275410
103134;782561;287201
103135;1064317;296685
103136;1140278;256160
103137;810412;340000
103138;962597;220092
103139;710791;224893
103140;803162;267464
103141;1160335;305027
103142;797191;252704
103143;979568;304628
103144;1154019;263629
103145;1056587;315840
103146;862215;283352
103147;1083794;248425
103148;1144360;271671
103149;875904;288610
103150;1076687;259222
103151;1105069;248704
103152;1029284;335853
103153;1092757;269289
103154;1074423;226143
103155;893237;300711
103156;1114880;282553
103157;1114138;243714
103158;1019290;311896
103159;994661;326126
103160;1060103;248472
103161;842624;255624
103162;867142;263532
103163;905464;244391
103164;1134441;294403
103165;787534;298147
103166;981623;323743
103167;945574;267795
103168;840072;308177
103169;768792;244622
103170;886551;222475
103171;1057570;259976
103172;1035008;358065
103173;1035635;231412
103174;758082;255717
103175;1005568;222765
103176;1098257;328786
103177;996541;250931
103178;821750;299192
103179;811692;235116
103180;823156;309368
103181;1140016;267882
103182;956381;321431
103183;1063159;274537
103184;875234;263431
103185;1045458;284328
103186;864669;264001
103187;1108841;298941
103188;853513;302857
103189;961579;260428
103190;767701;317541
103191;1043291;289088
103192;1199662;239824
103193;974220;276545
103194;965867;271588
103195;1122093;338897
103196;750007;276325
103197;765037;319272
103198;1186446;248420
103199;1006152;296280
103200;1008869;288893
103201;1114129;276720
103202;1119996;253241
103203;1014423;338512
103204;1072006;261085
103205;927733;249885
103206;996189;273862
103207;920717;264564
103208;853764;236180
103209;1126388;252118
103210;1192216;250152
103211;880573;304505
103212;986373;263915
103213;1144667;344141
103214;1012597;253761
103215;1109708;283501
103216;951219;239173
103217;737945;290789
103218;1062599;308794
103219;1033122;363476
103220;951214;328449
103221;1153978;233382
103222;833877;243760
103223;849127;310833
103224;865387;289368
103225;1191759;240527
103226;822434;261310
103227;742775;232265
103228;966904;328010
103229;1138540;326380
103230;1125408;301847
103231;1172558;258257
103232;731106;315637
103233;839987;268050
103234;992355;250046
103235;779744;248427
103236;979534;302606
103237;828672;266023
103238;1092575;336289
103239;1018246;315765
103240;940993;283026
103241;833241;253691
103242;1165475;286228
103243;1144909;271198
103244;756110;251955
103245;826409;270618
103246;840075;285235
103247;740908;283784
103248;1068967;275635
103249;831058;230322
103250;957189;327890
103251;1154848;307112
103252;1025619;293469
103253;1041451;314455
103254;1051549;288282
103255;971418;273036
103256;1122928;245129
103257;692048;216761
103258;1000090;334136
103259;982323;246055
103260;876437;300726
103261;1008504;231841
103262;811899;290286
103263;793710;339586
103264;1009722;264610
103265;994567;223538
103266;1092798;261717
103267;849474;270798
103268;931495;281411
103269;1061902;274645
103270;1057039;341968
103271;1080419;262620
103272;1002556;226526
103273;1051752;260793
103274;929263;236175
103275;1023844;265509
103276;892097;248219
103277;1026681;299180
103278;984842;312215
103279;1046083;356960
103280;743661;236120
103281;890405;297982
103282;992836;305533
103283;1206536;326253
103284;998158;320275
103285;951394;299257
103286;964430;258451
103287;978906;274233
103288;1046267;289842
103289;915464;251302
103290;959571;252008
103291;960736;290297
103292;778960;224806
103293;1099972;272089
103294;770198;326609
103295;1055951;244729
103296;792689;267370
103297;843611;324697
103298;905985;298967
103299;818402;300019
103300;1048005;319089
103301;1038363;323608
103302;1141071;267375
103303;965286;230819
103304;973785;306952
103305;788832;327036
103306;1062804;302231
103307;1083803;282566
103308;954192;292417
103309;1073946;322297
103310;1214208;254197
103311;1210086;224007
103312;858416;234799
103313;937153;225925
103314;1010243;289175
103315;809330;286382
103316;783278;256537
103317;930355;287052
103318;892296;337539
103319;1188589;304938
103320;871335;283785
103321;888598;289965
103322;892043;258596
103323;1032389;277009
103324;1006384;320452
103325;1159964;302008
103326;1137388;321263
103327;822953;279140
103328;1211501;262501
103329;881725;269993
103330;838124;249325
103331;824535;222578
103332;1118459;268234
103333;1057928;269902
103334;993226;300275
103335;1145024;241481
103336;1023621;301350
103337;891619;308927
103338;872669;298864
103339;750571;259291
103340;934813;234460
103341;1083021;335813
103342;1205505;252608
103343;757980;352171
103344;907887;273891
103345;908590;252824
103346;796772;316681
103347;914826;304186
